ID,dataset,split,premise,hypothesis,gold_label,has_reference_relation,prompt,model,repeat,raw_response,KB,error
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-5.4-mini,4,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-5.4-mini,5,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,1,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,2,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,3,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,4,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,5,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,1,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,2,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,3,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,4,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,5,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-oss-20b,1,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-oss-20b,2,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-oss-20b,3,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-oss-20b,4,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-oss-20b,5,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemma-3-4b-it,1,"answer: entailment
relations: { entails(dog, animal), entails(field, grass) }","isa_wn(dog, animal); isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemma-3-4b-it,2,"answer: entailment
relations: { entails(dog, animal), entails(field, grass) }","isa_wn(dog, animal); isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemma-3-4b-it,3,"answer: entailment
relations: { entails(dog, animal), entails(field, grass) }","isa_wn(dog, animal); isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemma-3-4b-it,4,"answer: entailment
relations: { entails(dog, animal), entails(field, grass) }","isa_wn(dog, animal); isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemma-3-4b-it,5,"answer: entailment
relations: { entails(dog, animal), entails(field, grass) }","isa_wn(dog, animal); isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,1,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,2,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,3,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,4,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,5,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-5.4,1,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-5.4,2,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-5.4,3,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-5.4,4,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,openai/gpt-5.4,5,answer: non-entailment,NO_RELATION,
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.5-flash,1,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.5-flash,2,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.5-flash,3,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.5-flash,4,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1184967930.jpg#4r4e,snli,train,A dog in a field.,A dog is in grass.,entailment,TRUE,lasha,google/gemini-3.5-flash,5,"answer: entailment
relations: { entails(field, grass) }","isa_wn(field, grass)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4-mini,1,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4-mini,2,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4-mini,3,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4-mini,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4-mini,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,1,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,2,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,3,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,1,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,2,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,3,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.1-flash-lite,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-oss-20b,1,"answer: entailment
relations: { entails(wood, wooded area) }","isa_wn(wood, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-oss-20b,2,"answer: entailment
relations: { entails(wood, wooded area) }","isa_wn(wood, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-oss-20b,3,"answer: entailment
relations: { entails(wood, wooded area) }","isa_wn(wood, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-oss-20b,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-oss-20b,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemma-3-4b-it,1,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemma-3-4b-it,2,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemma-3-4b-it,3,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemma-3-4b-it,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemma-3-4b-it,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,1,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,2,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,3,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,anthropic/claude-sonnet-4.5,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4,1,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4,2,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4,3,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,openai/gpt-5.4,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.5-flash,1,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.5-flash,2,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.5-flash,3,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.5-flash,4,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
1192,sick,dev,A man and a woman are walking together through the woods,A man and a woman are walking through a wooded area,entailment,TRUE,lasha,google/gemini-3.5-flash,5,"answer: entailment
relations: { entails(woods, wooded area) }","isa_wn(woods, wooded area)",
119364730.jpg#3r1e,snli,train,"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,entailment,TRUE,lasha,openai/gpt-5.4-mini,1,"answer: entailment
relations: { entails(holds up, holding), entails(wooden hammer, hammer) }","isa_wn(holds up, holding); isa_wn(wooden hammer, hammer)",
119364730.jpg#3r1e,snli,train,"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,entailment,TRUE,lasha,openai/gpt-5.4-mini,2,"answer: entailment
relations: { entails(hold up, hold), entails(wooden hammer, hammer) }","isa_wn(hold up, hold); isa_wn(wooden hammer, hammer)",
119364730.jpg#3r1e,snli,train,"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,entailment,TRUE,lasha,openai/gpt-5.4-mini,3,"answer: entailment
relations: { entails(holds up, holding), entails(wooden hammer, hammer) }","isa_wn(holds up, holding); isa_wn(wooden hammer, hammer)",
119364730.jpg#3r1e,snli,train,"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,entailment,TRUE,lasha,openai/gpt-5.4-mini,4,"answer: entailment
relations: { entails(hold up, hold), entails(wooden hammer, hammer) }","isa_wn(hold up, hold); isa_wn(wooden hammer, hammer)",
119364730.jpg#3r1e,snli,train,"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,entailment,TRUE,lasha,openai/gpt-5.4-mini,5,"answer: entailment
relations: { entails(holds up, holding), entails(wooden hammer, hammer) }","isa_wn(holds up, holding); isa_wn(wooden hammer, hammer)",
119364730.jpg#3r1e,snli,train,"A man wearing a plastic bib with a crab on it, holds up a wooden hammer.",A man holding a hammer.,entailment,TRUE,lasha,anthropic/claude-haiku-4.5,1,"answer: entailment
relations: { entails(wooden hammer, hammer) }","isa_wn(wooden hammer, hammer)",
