ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match
2237364221.jpg#3r1e,snli,dev,A man tries to get himself into shape on a treadmill.,A man exercising.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE
2255375425.jpg#2r1e,snli,dev,A man is sitting in on the side of the street with brass pots.,A man is sitting.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
2367387854.jpg#1r1e,snli,dev,"A woman with dark hair wearing a dark shirt, jeans, and glasses is talking into a microphone.",A woman is speaking into a device.,entailment,2,TRUE,,"(microphone, device); (talk, speak)","(microphone, device); (talk, speak)",,"(microphone, device); (talk, speak)",FALSE,,TRUE,,FALSE,
237424188.jpg#0r1e,snli,dev,"A girl wearing a red shirt and jeans is sitting in a rocking chair at a cluttered desk, while another girl wearing a black t-shirt and jogging pants is sitting on the floor writing on a piece of paper with other papers arranged around her.",two girls in a room,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
2384728877.jpg#0r1e,snli,dev,The woman is holding the hand of the little girl in the red dress with the polka-dotted skirt.,A little girl wearing a red dress holds a woman's hand.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
2393059551.jpg#1r1e,snli,dev,Two people work construction on the inside of a house.,Two people work inside.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
2405,sick,dev,The lady is slicing a tomato,Someone is cutting a tomato,entailment,3,TRUE,,,"(lady, someone); (slice, cut)","(lady, someone); (slice, cut)","(lady, someone); (slice, cut)",,,,TRUE,TRUE,TRUE
241345721.jpg#4r1e,snli,dev,Men playing football.,Some men are playing a game.,entailment,2,TRUE,,"(football, game)","(football, game)","(football, game)",,TRUE,TRUE,,TRUE,,
2421824693.jpg#3r1e,snli,dev,A man is standing on a rooftop looking at his camera.,A man is on the roof with a camera.,entailment,3,TRUE,,,"(rooftop, roof)","(rooftop, roof)","(rooftop, roof)",,,,FALSE,FALSE,TRUE
2521878609.jpg#4r1e,snli,train,kid eating pasta,The kid is human.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
2533414541.jpg#3r1e,snli,dev,A white and blue car is on the street.,A vehicle is on the street.,entailment,2,TRUE,,"(car, vehicle)","(car, vehicle)","(car, vehicle)",,TRUE,TRUE,,TRUE,,
2543017787.jpg#4r1e,snli,train,A child rides a swing.,A kid is playing,entailment,2,TRUE,,"(child, kid)","(child, kid)",,"(child, kid)",FALSE,,FALSE,,TRUE,
2557,sick,dev,Someone is strumming the guitar,Someone is playing the guitar,entailment,2,TRUE,,"(strum, play)","(strum, play)","(strum, play)",,TRUE,TRUE,,TRUE,,
2618866067.jpg#4r1e,snli,train,A gray dog is yawning.,A dog is tired.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
2647049174.jpg#4r1e,snli,train,A toddler eats dirt.,A baby is eating dirt.,entailment,2,TRUE,,"(toddler, baby)","(toddler, baby)","(toddler, baby)",,FALSE,TRUE,,FALSE,,
2665904080.jpg#1r1e,snli,dev,A young puppy suckles from his mother.,A young puppy lays at it's mothers stomach.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
2680990587.jpg#3r1e,snli,train,One boy is pushing another boy on a swing.,One human pushing another.,entailment,2,TRUE,,"(boy, human)","(boy, human)",,"(boy, human)",TRUE,,TRUE,,TRUE,
273699639.jpg#4r1e,snli,dev,A woman sitting with two men hugging.,A group of people are sitting together.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
2741990005.jpg#4r1e,snli,train,A man vaults over a high bar.,A man jumps.,entailment,2,TRUE,,"(vault, jump)","(vault, jump)",,"(vault, jump)",TRUE,,TRUE,,TRUE,
2744856447.jpg#3r1e,snli,dev,An Asian young man is drinking out of a metal cup.,The young man is drinking a liquid.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
2760560588.jpg#3r1e,snli,dev,A person in a blue plaid shirt is writing on a chalkboard.,The person is writing on the chalk board.,entailment,2,TRUE,,"(chalkboard, chalk board)","(chalkboard, chalk board)",,"(chalkboard, chalk board)",FALSE,,FALSE,,TRUE,
2809,sick,train,A cartoon airplane is landing,An animated airplane is landing,entailment,2,TRUE,,"(cartoon, animated)",,"(cartoon, animated)","(cartoon, animated)",,TRUE,TRUE,,,TRUE
281271503.jpg#4r1e,snli,test,A man in a bright yellow shirt juggles while riding a unicycle.,Man performs a juggling act on a unicycle.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,FALSE,FALSE,TRUE
2829,sick,dev,The lady is penciling on eyeshadow,The woman is penciling on eyeshadow,entailment,3,TRUE,,,"(lady, woman)","(lady, woman)","(lady, woman)",,,,TRUE,TRUE,TRUE
2853682342.jpg#1r1e,snli,dev,"A man in a blue shirt, jumping down a hill in a park.",a man is wearing blue,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
2864340145.jpg#2r1e,snli,dev,A black dog walking through water.,The water has a black dog walking through it.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
288406480.jpg#0r1e,snli,dev,A baby wearing yellow is pretending to be a doctor while inside a stroller.,A baby is role playing as a professional,entailment,3,TRUE,,,"(pretend, role play); (doctor, professional)","(doctor, professional); (pretend, role play)","(doctor, professional); (pretend, role play)",,,,FALSE,FALSE,TRUE
2898,sick,dev,The man is lifting barbells,The man is lifting weights,entailment,2,TRUE,,"(barbell, weight)","(barbell, weight)","(barbell, weight)",,TRUE,TRUE,,TRUE,,
2971285079.jpg#2r1e,snli,dev,A girl wearing makeup playing a bass.,A girl is musical.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
303607405.jpg#4r3e,snli,train,a dog shakes dry.,A dog is wet.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
3036894037.jpg#1r1e,snli,dev,Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.,entailment,2,TRUE,,"(commando, soldier); (gun, weapon)","(commando, soldier); (gun, weapon)","(commando, soldier); (gun, weapon)",,TRUE,TRUE,,TRUE,,
3040999637.jpg#4r1e,snli,dev,A man uses stereo equipment.,A man is using some audio equipment.,entailment,3,TRUE,,,"(stereo equipment, audio equipment)","(stereo equipment, audio equipment)","(stereo equipment, audio equipment)",,,,TRUE,TRUE,TRUE
3046190891.jpg#2r1e,snli,test,A surfer is performing a jumping stunt in the ocean.,A person in the water.,entailment,2,TRUE,,"(ocean, water); (surfer, person)",,"(ocean, water); (surfer, person)","(ocean, water); (surfer, person)",,TRUE,TRUE,,,TRUE
3047788420.jpg#0r1e,snli,dev,A lady sitting on a bench that is against a building and under a poster of a man in a uniform waving.,A person sitting,entailment,2,TRUE,,"(lady, person)","(lady, person)","(lady, person)",,TRUE,TRUE,,TRUE,,
3054989420.jpg#0r1e,snli,dev,Two children throw dead leaves into the air around them.,The children are outside.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
3064443326.jpg#2r1e,snli,dev,Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there are police,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
3091403322.jpg#2r1e,snli,dev,A man wearing a white shirt is playing the drums.,A man is playing a musical instrument.,entailment,2,TRUE,,"(drum, musical instrument)","(drum, musical instrument)",,"(drum, musical instrument)",TRUE,,FALSE,,FALSE,
3101378069.jpg#4r1e,snli,dev,A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.,entailment,3,TRUE,,,"(canoe, small boat); (lady, woman); (filled, loaded); (thing, item)","(canoe, small boat); (filled, loaded); (lady, woman); (thing, item)","(canoe, small boat); (lady, woman); (thing, item); (filled, loaded)",,,,FALSE,FALSE,FALSE
3115354165.jpg#4r1e,snli,dev,a skateboarder ollies.,Someone is on a board with four wheels.,entailment,3,TRUE,,,"(skateboarder, someone)","(skateboarder, someone)","(skateboarder, someone)",,,,FALSE,FALSE,TRUE
3134092148.jpg#3r2e,snli,train,A man surfing a wave.,A man catches a wave.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,FALSE,FALSE
3168293517.jpg#2r1e,snli,dev,A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
320199844.jpg#0r1e,snli,dev,A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
3208032657.jpg#2r1e,snli,dev,A person powerwashing stairs leading down to a pool.,a person washes stairs,entailment,2,TRUE,,"(powerwash, wash)","(powerwash, wash)","(powerwash, wash)",,TRUE,TRUE,,TRUE,,
3232994074.jpg#4r1e,snli,dev,A man and child working on a puzzle.,An adult and a kid are engaged in an activity.,entailment,3,TRUE,,,"(child, kid); (man, adult)","(child, kid); (man, adult)","(man, adult); (child, kid)",,,,FALSE,FALSE,FALSE
3246724744.jpg#0r1e,snli,dev,A young woman wearing a black shirt and black shorts jumps in the air at the beach.,A women in black at the beach.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
3250,sick,dev,A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water,entailment,2,TRUE,,"(place, put)",,"(place, put)","(place, put)",,TRUE,TRUE,,,TRUE
3256433677.jpg#2r1n,snli,dev,"A woman, in a green shirt, preparing to run on a treadmill.",A woman is getting a workout.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
326456451.jpg#4r1e,snli,train,A rottweiler running.,An animal is running.,entailment,2,TRUE,,"(rottweiler, animal)",,"(rottweiler, animal)","(rottweiler, animal)",,TRUE,TRUE,,,TRUE
3375549004.jpg#4r1e,snli,dev,Men walk in line carrying things.,"While carrying their load, the men walked one behind the other.",entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,FALSE,,FALSE,
3383037991.jpg#3r1e,snli,dev,A dog looks content sitting on a bed after ripping up some paper,a dog sitting on a bed after ripping up paper.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
3424908564.jpg#1r1e,snli,dev,A woman with red-hair and wearing a black tank top and short jeans shorts appears to be yelling.,A woman with red-hair screams.,entailment,3,TRUE,,,"(yell, scream)","(yell, scream)","(yell, scream)",,,,TRUE,TRUE,TRUE
3432730942.jpg#0r1e,snli,dev,Two people look at two red motorcycles in a place where there are religious murals on the wall.,The two people are looking at motorcycles.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
3440104178.jpg#4r1e,snli,dev,A dog with big ears holds a ball in his mouth.,The dog has big ears.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
3447155358.jpg#3r1e,snli,dev,A little girl in a red flowered dress with a tennis racket.,A little girl in red.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
347186933.jpg#2r1e,snli,dev,A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.,entailment,3,TRUE,,,"(dangle, hang)","(dangle, hang)","(dangle, hang)",,,,TRUE,TRUE,TRUE
3479245321.jpg#4r1e,snli,train,Concentration campsite.,A concentration camp.,entailment,3,TRUE,,,"(campsite, camp)","(campsite, camp)","(campsite, camp)",,,,TRUE,TRUE,TRUE
3552435734.jpg#2r1e,snli,dev,The black dog is running through water.,The dog with the black fur gets wet running in water.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
3584860179.jpg#1r1e,snli,dev,An old man is sitting in a chair outside a colorfully painted building.,Elderly man is sitting on a chair in outside of a building,entailment,2,TRUE,,"(old, elderly)",,"(old, elderly)","(old, elderly)",,TRUE,TRUE,,,TRUE
3586,sick,dev,A man is playing the drum,A man is practicing the drum,entailment,3,TRUE,,,"(play, practice)","(play, practice)","(play, practice)",,,,TRUE,TRUE,TRUE
3612249030.jpg#1r1e,snli,dev,A boy is carrying a black body board across the sand.,The boy is holding an item.,entailment,2,TRUE,,"(body board, item); (carry, hold)",,"(body board, item); (carry, hold)","(body board, item); (carry, hold)",,TRUE,TRUE,,,TRUE
3614595423.jpg#4r1e,snli,train,Children climb a tree.,Kids climbing.,entailment,2,TRUE,,"(child, kid)","(child, kid)","(child, kid)",,FALSE,TRUE,,FALSE,,
3618525295.jpg#2r1e,snli,dev,a woman and her dog sitting at an outdoor cafe table,A woman and her pet sit outside at a restaurant.,entailment,2,TRUE,,"(cafe, restaurant); (dog, pet); (outdoor, outside)",,"(cafe, restaurant); (dog, pet); (outdoor, outside)","(cafe, restaurant); (dog, pet); (outdoor, outside)",,FALSE,TRUE,,,FALSE
3629664676.jpg#4r1e,snli,train,A dog pulling a rope.,The dog drags the rope.,entailment,2,TRUE,,"(pull, drag)","(pull, drag)",,"(pull, drag)",TRUE,,TRUE,,TRUE,
3639617775.jpg#0r1e,snli,dev,"The bride in the white dress is surrounded by the groomsmen and bridesmaids, all in black.",a woman in white is surrounded by others,entailment,3,TRUE,,,"(bride, woman)","(bride, woman)","(bride, woman)",,,,TRUE,TRUE,TRUE
3639967449.jpg#3r1e,snli,dev,Two boys sitting and eating ice cream.,The boys are eating.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
36422830.jpg#0r1e,snli,dev,A red jeep hangs from the edge of a rocky cliff as a girl looks on.,The vehicle is red.,entailment,2,TRUE,,"(jeep, vehicle)",,"(jeep, vehicle)","(jeep, vehicle)",,TRUE,TRUE,,,TRUE
3732782360.jpg#4r1e,snli,dev,A man in a suit and tie is opening a door.,There is one man in this picture.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
3791591952.jpg#3r1e,snli,dev,Two entertainers on a stage performing acrobatic moves.,Two entertainers are performing acrobatics.,entailment,2,TRUE,,"(acrobatic move, acrobatics)","(acrobatic move, acrobatics)",,"(acrobatic move, acrobatics)",FALSE,,FALSE,,FALSE,
3794595430.jpg#3r1e,snli,dev,A woman stands at a podium with a slide show behind her.,A woman is standing at a podium.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
3799984714.jpg#0r1e,snli,dev,A man playing a banjo near a tree at an outdoor event.,The man is playing a musical instrument at an event.,entailment,2,TRUE,,"(banjo, musical instrument)","(banjo, musical instrument)",,"(banjo, musical instrument)",TRUE,,TRUE,,TRUE,
381275595.jpg#1r1e,snli,dev,Big hairy dog chews on a bone while lying on a furry toy.,The dog is laying on an object,entailment,2,TRUE,,"(toy, object)",,"(toy, object)","(toy, object)",,TRUE,TRUE,,,TRUE
381750411.jpg#0r1e,snli,dev,Man dressed in business casual attire playing the saxophone with the rest of a band.,Man plays a woodwind instrument.,entailment,3,TRUE,,,"(saxophone, woodwind instrument)","(saxophone, woodwind instrument)","(saxophone, woodwind instrument)",,,,TRUE,TRUE,TRUE
3825750029.jpg#1r1e,snli,dev,A woman in a blue tank-top rides a blue bicycle in front of a crowd of meandering pedestrians.,A woman rides a bike in front of a crowd,entailment,2,TRUE,,"(bicycle, bike)","(bicycle, bike)",,"(bicycle, bike)",FALSE,,TRUE,,FALSE,
3843254402.jpg#0r1e,snli,test,A man in a white striped shirt and blue jeans using a water hose to spray water on the ground of concrete ruins.Fo.,A man is spraying water on concrete.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
3853,sick,train,A cat is playing a piano,A cat is playing keyboards,entailment,2,TRUE,,"(piano, keyboard)","(piano, keyboard)",,"(piano, keyboard)",FALSE,,FALSE,,TRUE,
3860415767.jpg#2r1e,snli,dev,This is man standing by a fruit or vegetable cart peeling a piece of fruit.,A man peels fruit.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
3913959754.jpg#1r1e,snli,dev,"A woman is standing near the water, looks to be throwing something.",A woman is close to the water.,entailment,3,TRUE,,,"(near, close)","(near, close)","(near, close)",,,,TRUE,TRUE,TRUE
3937269663.jpg#3r1e,snli,dev,A man in a yellow excavator on a construction site.,the guy is on the excavator,entailment,2,TRUE,,"(man, guy)","(man, guy)","(man, guy)",,FALSE,TRUE,,FALSE,,
3974,sick,test,A girl is awakening,A girl is waking up,entailment,2,TRUE,,"(awaken, wake up)",,"(awaken, wake up)","(awaken, wake up)",,TRUE,TRUE,,,TRUE
4000008650.jpg#2r1e,snli,train,A woman plays the tuba and another plays the cello on the street.,People playing instruments on the street.,entailment,3,TRUE,,,"(cello, instrument); (tuba, instrument)","(cello, instrument); (tuba, instrument)","(cello, instrument); (tuba, instrument)",,,,FALSE,FALSE,TRUE
4006,sick,dev,A man is climbing a rope,The man is climbing up a rope,entailment,3,TRUE,,,"(climb, climb up)","(climb, climb up)","(climb, climb up)",,,,FALSE,FALSE,TRUE
4015,sick,dev,The lady is picking up the kangaroo,The woman is picking up the kangaroo,entailment,2,TRUE,,"(lady, woman)","(lady, woman)","(lady, woman)",,TRUE,TRUE,,TRUE,,
4019072184.jpg#4r1e,snli,dev,A man is rock climbing with protective rope.,A man is being secured.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
4066,sick,dev,The man is hurling knives at a tree,The man is throwing knives at a tree,entailment,2,TRUE,,"(hurl, throw)","(hurl, throw)",,"(hurl, throw)",TRUE,,TRUE,,TRUE,
4135,sick,dev,A dog is bouncing on a trampoline,A dog is jumping on a trampoline,entailment,2,TRUE,,"(bounce, jump)",,"(bounce, jump)","(bounce, jump)",,TRUE,TRUE,,,TRUE
4181,sick,train,A dog is eating a doll,A dog is biting a doll,entailment,3,TRUE,,,"(eat, bite)","(eat, bite)","(eat, bite)",,,,TRUE,TRUE,TRUE
4183662919.jpg#3r1e,snli,test,A child plays with her father's boots.,A child is playing.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4241997277.jpg#3r1e,snli,dev,A well dressed man and woman wearing floral dress dancing.,the man is well dressed.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4291704682.jpg#3r1e,snli,train,There are two people sweeping a sidewalk in this picture.,There are a couple of people cleaning the path.,entailment,2,TRUE,,"(sidewalk, path); (sweep, clean); (two, couple)",,"(sidewalk, path); (sweep, clean); (two, couple)","(sidewalk, path); (sweep, clean); (two, couple)",,TRUE,TRUE,,,TRUE
4294390957.jpg#3r1e,snli,train,A man talks behind a podium.,A man is speaking.,entailment,3,TRUE,,,"(talk, speak)","(talk, speak)","(talk, speak)",,,,TRUE,TRUE,TRUE
4342,sick,dev,A man is eating a banana,A man is eating a fruit,entailment,2,TRUE,,"(banana, fruit)",,"(banana, fruit)","(banana, fruit)",,TRUE,TRUE,,,TRUE
4355004642.jpg#0r1e,snli,train,"A chef and his newest creation in process, being made in an old fashioned oven.",A chef creates.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4440438333.jpg#1r1e,snli,dev,The pitcher wearing black heaves the ball toward the catcher.,People are playing a game.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4486280757.jpg#0r1e,snli,dev,A man in a black wetsuit with white shorts is windsurfing on a blue body of water with mountains in the background.,The man is near the water.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4494,sick,test,A girl is combing her hair,A girl is styling her hair,entailment,2,TRUE,,"(comb, style)","(comb, style)","(comb, style)",,TRUE,TRUE,,TRUE,,
4501954896.jpg#2r1e,snli,test,Man jumping up in the air and splitting his legs with his mouth open.,A man is jumping.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4505,sick,dev,The doctors are healing a man,The doctor is helping the patient,entailment,2,TRUE,,"(heal, help)","(heal, help)",,"(heal, help)",FALSE,,FALSE,,TRUE,
4524361920.jpg#0r1e,snli,test,A woman in a black leather shirt trench-coat and black leather calf-high boots and carrying a colorful bag with a shoulder strap faces away from the camera with a yellow post visible just in front of her.,"A lady in black leather trench coat, with matching black leather boots walks away from the camera in her front with her bag strapped to her shoulders",entailment,2,TRUE,,"(woman, lady)","(woman, lady)",,"(woman, lady)",FALSE,,TRUE,,FALSE,
4569102627.jpg#2r1e,snli,test,Little girl with very curly hair drinking her cup of juice.,A girl is ingesting liquid.,entailment,2,TRUE,,"(drink, ingest); (juice, liquid)",,"(drink, ingest); (juice, liquid)","(drink, ingest); (juice, liquid)",,TRUE,TRUE,,,TRUE
4579716766.jpg#4r1e,snli,dev,Weekend barbecue with some fish.,Weekend barbecue with some fish,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
4589,sick,test,A hamster is singing,A small animal is singing,entailment,2,TRUE,,"(hamster, small animal)",,"(hamster, small animal)","(hamster, small animal)",,TRUE,TRUE,,,TRUE
4603247500.jpg#0r1e,snli,dev,A man in a white shirt is standing in a T-shirt booth.,A man standing in a booth.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE
461139075.jpg#2r1e,snli,dev,A lady is standing up holing a lamp that is turned on.,A lady is holding a lit lamp.,entailment,2,TRUE,,"(turned on, lit)",,"(turned on, lit)","(turned on, lit)",,TRUE,FALSE,,,FALSE
4625392581.jpg#1r1e,snli,train,A boy with an orange shirt and blue jeans gets a ride on a man's shoulders.,A person is riding on another person's shoulders.,entailment,3,TRUE,,,"(boy, person); (man, person)","(boy, person); (man, person)","(boy, person); (man, person)",,,,TRUE,TRUE,TRUE
463848726.jpg#3r1e,snli,dev,A man is scrapping paint off a window.,A man is removing paint.,entailment,2,TRUE,,"(scrap off, remove)",,"(scrap off, remove)","(scrap off, remove)",,FALSE,TRUE,,,FALSE
463970752.jpg#1r1e,snli,dev,Ample dark-skinned man looks back at camera from behind buffet.,A man looks from behind a buffet.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4640148862.jpg#2r1e,snli,dev,A woman carrying a shopping bag in front of Fisher's Popcorn.,a woman is shopping by fisher's popcorn,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4648416380.jpg#0r1e,snli,dev,"Many people are listening to a concert, and TV crew is recording the audience reaction.",People are listening to a concert.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,
4661,sick,dev,A woman is slicing a potato,A woman is cutting a potato,entailment,3,TRUE,,,"(slice, cut)","(slice, cut)","(slice, cut)",,,,TRUE,TRUE,TRUE
4662948361.jpg#2r1e,snli,dev,An orange car is driving across a steel bridge in a city.,A car is driving across a bridge.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE
4704577040.jpg#1r1e,snli,dev,A thin man in a maroon shirt standing next to a pay phone.,A man is standing next to a payphone wearing a maroon shirt.,entailment,2,TRUE,,"(pay phone, payphone)","(pay phone, payphone)",,"(pay phone, payphone)",TRUE,,FALSE,,FALSE,
4718146904.jpg#2r1e,snli,dev,A man selling donuts to a customer during a world exhibition event held in the city of Angeles,A man selling donuts to a customer.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,
